compte	libelle	classe
4793	Diminution des dettes d’exploitation	4
4794	Diminution des dettes financières	4
4797	Différences d’évaluation sur instruments de trésorerie	4
4798	Différences compensées par couverture de change	4
48	Créances et dettes hors activités ordinaires (HAO)	4
481	Fournisseurs d’investissements	4
4811	Immobilisations incorporelles	4
4812	Immobilisations corporelles	4
4813	Versements restant à effectuer sur titres de participation et titres immobilisés non libérés	4
4816	Réserve de propriété [3]	4
4817	Retenues de garantie [3]	4
4818	Factures non parvenues [3]	4
482	Fournisseurs d’investissements, effets à payer	4
4821	Immobilisations incorporelles	4
4822	Immobilisations corporelles	4
484	Autres dettes hors activités ordinaires (HAO)	4
485	Créances sur cessions d’immobilisations	4
4851	En compte, immobilisations incorporelles	4
4852	En compte, immobilisations corporelles	4
4853	Effets à recevoir, immobilisations incorporelles	4
4854	Effets à recevoir, immobilisations corporelles	4
4855	Effets escomptés non échus	4
4857	Retenues de garantie	4
4858	Factures à établir	4
488	Autres créances hors activités ordinaires (HAO)	4
49	Dépréciations et provisions pour risques à court terme (tiers)	4
490	Dépréciations des comptes fournisseurs	4
491	Dépréciations des comptes clients	4
4911	Créances litigieuses	4
4912	Créances douteuses	4
492	Dépréciations des comptes personnel	4
493	Dépréciations des comptes organismes sociaux	4
494	Dépréciations des comptes État et collectivités publiques	4
495	Dépréciations des comptes organismes internationaux	4
496	Dépréciations des comptes apporteurs, associés et groupe	4
4962	Associés, comptes courants	4
4963	Associés, opérations faites en commun	4
4966	Groupe, comptes courants	4
497	Dépréciations des comptes débiteurs divers	4
498	Dépréciations des comptes de créances HAO	4
4985	Créances sur cessions d’immobilisations	4
4986	Créances sur cessions de titres de placement	4
4988	Autres créances HAO	4
499	Provisions pour risques à court terme	4
4991	Sur opérations d’exploitation	4
4997	Sur opérations financières	4
4998	Sur opérations HAO	4
50	Titres de placement	5
501	Titres du trésor et bons de caisse à court terme	5
5011	Titres du Trésor à court terme	5
5012	Titres d’organismes financiers	5
5013	Bons de caisse à court terme	5
5016	Frais d’acquisition des titres de trésor et bons de caisse	5
502	Actions	5
5021	Actions ou parts propres	5
5022	Actions cotées	5
5023	Actions non cotées	5
5024	Actions démembrées (certificats d’investissement, droits de vote)	5
5025	Autres actions	5
5026	Frais d’acquisition des actions	5
503	Obligations	5
5031	Obligations émises par la société et rachetées par elle	5
5032	Obligations cotées	5
5033	Obligations non cotées	5
5035	Autres obligations	5
5036	Frais d’acquisition des obligations	5
504	Bons de souscription	5
5042	Bons de souscription d’actions	5
5043	Bons de souscription d’obligations	5
505	Titres négociables hors région	5
506	Intérêts courus	5
5061	Titres du Trésor et bons de caisse à court terme	5
5062	Actions	5
5063	Obligations	5
508	Autres titres de placement et créances assimilées	5
51	Valeurs à encaisser	5
511	Effets à encaisser	5
512	Effets à l’encaissement	5
513	Chèques à encaisser	5
514	Chèques à l’encaissement	5
515	Cartes de crédit à encaisser	5
518	Autres valeurs à l’encaissement	5
5181	Warrants	5
5182	Billets de fonds	5
5185	Chèques de voyage	5
5186	Coupons échus	5
5187	Intérêts échus des obligations	5
52	Banques	5
521	Banques locales	5
5211	Banques en monnaie nationale	5
5215	Banques en devises	5
522	Banques autres États région	5
523	Banques autres États zone monétaire	5
524	Banques hors zone monétaire	5
525	Banques dépôt à terme	5
526	Banques, intérêts courus	5
5261	Banque, intérêts courus, charges à payer	5
5267	Banque, intérêts courus, produits à recevoir	5
53	Établissements financiers et assimilés	5
531	Chèques postaux	5
532	Trésor	5
533	Sociétés de gestion et d’intermédiation (SGI)	5
536	Établissements financiers, intérêts courus	5
538	Autres organismes financiers	5
54	Instruments de trésorerie	5
541	Options de taux d’intérêt	5
542	Options de taux de change	5
543	Options de taux boursiers	5
544	Instruments de marchés à terme	5
545	Avoirs d’or et autres métaux précieux [4]	5
55	Instruments de monnaie électronique	5
551	Monnaie électronique - carte carburant	5
552	Monnaie électronique - téléphone portable	5
553	Monnaie électronique - carte péage	5
554	Porte-monnaie électronique	5
558	Autres instruments de monnaies électroniques	5
56	Banques, crédits de trésorerie et d’escompte	5
561	Crédits de trésorerie	5
564	Escompte de crédits de campagne	5
565	Escompte de crédits ordinaires	5
566	Banques, crédits de trésorerie, intérêts courus	5
57	Caisse	5
571	Caisse siège social	5
5711	Caisse en monnaie nationale	5
5712	Caisse en devises	5
572	Caisse succursale A	5
5721	En monnaie nationale	5
5722	En devises	5
573	Caisse succursale B	5
5731	En monnaie nationale	5
5732	En devises	5
58	Régies d’avances, accréditifs et virements internes	5
581	Régies d’avance	5
582	Accréditifs	5
585	Virements de fonds	5
588	Autres virements internes	5
59	Dépréciations et provisions pour risque à court terme	5
590	Dépréciations des titres de placement	5
591	Dépréciations des titres et valeurs à encaisser	5
592	Dépréciations des comptes banques	5
593	Dépréciations des comptes établissements financiers et assimilés	5
594	Dépréciations des comptes d’instruments de trésorerie	5
599	Provisions pour risque à court terme à caractère financier	5
60	Achats et variations de stocks	6
601	Achats de marchandises	6
6011	Dans la Région [5]	6
6012	Hors Région [5]	6
6013	Aux entités du groupe dans la Région	6
6014	Aux entités du groupe hors Région	6
6015	Frais sur achats [6]	6
6019	Rabais, remises et ristournes obtenus (non ventilés)	6
602	Achats de matières premières et fournitures liées	6
6021	Dans la Région [5]	6
6022	Hors Région [5]	6
6023	Aux entités du groupe dans la Région	6
6024	Aux entités du groupe hors Région	6
6025	Frais sur achats [6]	6
6029	Rabais, remises et ristournes obtenus (non ventilés)	6
603	Variations des stocks de biens achetés	6
6031	Variations des stocks de marchandises	6
6032	Variations des stocks de matières premières et fournitures liées	6
6033	Variations des stocks d’autres approvisionnements	6
604	Achats stockés de matières et fournitures consommables	6
6041	Matières consommables	6
6042	Matières combustibles	6
6043	Produits d’entretien	6
6044	Fournitures d’atelier et d’usine	6
6045	Frais sur achat [6]	6
6046	Fournitures de magasin	6
6047	Fournitures de bureau	6
6049	Rabais, remises et ristournes obtenus (non ventilés)	6
605	Autres achats	6
6051	Fournitures non stockables - Eau	6
6052	Fournitures non stockables - Électricité	6
6053	Fournitures non stockables - Autres énergies	6
6054	Fournitures d’entretien non stockables	6
6055	Fournitures de bureau non stockables	6
6056	Achats de petit matériel et outillage	6
6057	Achats d’études et prestations de services	6
6058	Achats de travaux, matériels et équipements	6
6059	Rabais, remises et ristournes obtenus (non ventilés)	6
608	Achats d’emballages	6
6081	Emballages perdus	6
6082	Emballages récupérables non identifiables	6
6083	Emballages à usage mixte	6
6085	Frais sur achats [6]	6
6089	Rabais, remises et ristournes obtenus (non ventilés)	6
61	Transports	6
612	Transports sur ventes	6
613	Transports pour le compte de tiers	6
614	Transports du personnel	6
616	Transports de plis	6
618	Autres frais de transport	6
6181	Voyages et déplacements	6
6182	Transports entre établissements ou chantiers	6
6183	Transports administratifs	6
62	Services extérieurs	6
621	Sous-traitance générale	6
622	Locations, charges locatives	6
6221	Locations de terrains	6
6222	Locations de bâtiments	6
6223	Locations de matériels et outillages	6
6224	Malis sur emballages	6
6225	Locations d’emballages	6
6226	Fermages et loyers du foncier	6
6228	Locations et charges locatives diverses	6
623	Redevances de location acquisition	6
6232	Crédit-bail immobilier	6
6233	Crédit-bail mobilier	6
6234	Location-vente	6
6238	Autres contrats de location acquisition	6
624	Entretien, réparations, remise en état et maintenance	6
6241	Entretien et réparations des biens immobiliers	6
6242	Entretien et réparations des biens mobiliers	6
6243	Maintenance	6
6244	Charges de démantèlement et remise en état	6
6248	Autres entretiens et réparations	6
625	Primes d’assurance	6
6251	Assurances multirisques	6
6252	Assurances matériel de transport	6
6253	Assurances risques d’exploitation	6
6254	Assurances responsabilité du producteur	6
6255	Assurances insolvabilité clients	6
6257	Assurances transport sur ventes	6
6258	Autres primes d’assurances	6
626	Études, recherches et documentation	6
6261	Études et recherches	6
6265	Documentation générale	6
6266	Documentation technique	6
627	Publicité, publications, relations publiques	6
6271	Annonces, insertions	6
6272	Catalogues, imprimés publicitaires	6
6273	Échantillons	6
6274	Foires et expositions	6
6275	Publications	6
6276	Cadeaux à la clientèle	6
6277	Frais de colloques, séminaires, conférences	6
6278	Autres charges de publicité et relations publiques	6
628	Frais de télécommunications	6
6281	Frais de téléphone	6
6282	Frais de télex	6
6283	Frais de télécopie	6
6288	Autres frais de télécommunications	6
63	Autres services extérieurs	6
631	Frais bancaires	6
6311	Frais sur titres (vente, garde)	6
6312	Frais sur effets	6
6313	Location de coffres	6
6314	Commissions d’affacturage	6
6315	Commissions sur cartes de crédit	6
6316	Frais d’émission d’emprunts	6
6317	Frais sur instruments monnaie électronique	6
6318	Autres frais bancaires	6
632	Rémunérations d’intermédiaires et de conseils	6
6322	Commissions et courtages sur ventes	6
6324	Honoraires des professions réglementées	6
6325	Frais d’actes et de contentieux	6
6326	Rémunérations d’affacturage	6
6327	Rémunérations des autres prestataires de services	6
6328	Divers frais	6
633	Frais de formation du personnel	6
634	Redevances pour brevets, licences, logiciels, concessions et droits et valeurs similaires	6
6342	Redevances pour brevets, licences	6
6343	Redevances pour logiciels	6
6344	Redevances pour marques	6
6345	Redevances pour sites internet	6
6346	Redevances pour concessions, droits et valeurs similaires	6
635	Cotisations	6
6351	Cotisations	6
6358	Concours divers	6
637	Rémunérations de personnel extérieur à l’entité	6
6371	Personnel intérimaire	6
6372	Personnel détaché ou prêté à l’entité	6
638	Autres charges externes	6
6381	Frais de recrutement du personnel	6
6382	Frais de déménagement	6
6383	Réceptions	6
6384	Missions	6
6385	Charges de copropriété	6
64	Impôts et taxes	6
641	Impôts et taxes directs	6
6411	Impôts fonciers et taxes annexes	6
6412	Patentes, licences et taxes annexes	6
6413	Taxes sur appointements et salaires	6
6414	Taxes d’apprentissage	6
6415	Formation professionnelle continue	6
6418	Autres impôts et taxes directs	6
645	Impôts et taxes indirects	6
646	Droits d’enregistrement	6
6461	Droits de mutation	6
6462	Droits de timbre	6
6463	Taxes sur les véhicules de société	6
6464	Vignettes	6
6468	Autres droits	6
647	Pénalités, amendes fiscales	6
6471	Pénalités d’assiette, impôts directs	6
6472	Pénalités d’assiette, impôts indirects	6
6473	Pénalités de recouvrement, impôts directs	6
6474	Pénalités de recouvrement, impôts indirects	6
6478	Autres pénalités et amendes fiscales	6
648	Autres impôts et taxes	6
65	Autres charges	6
651	Pertes sur créances clients et autres débiteurs	6
6511	Clients	6
6515	Autres débiteurs	6
652	Quote-part de résultat sur opérations faites en commun	6
6521	Quote-part transférée de bénéfices (comptabilité du gérant)	6
6525	Pertes imputées par transfert (comptabilité des associés non gérants)	6
654	Valeurs comptables des cessions courantes d’immobilisations	6
6541	Immobilisations incorporelles	6
6542	Immobilisations corporelles	6
656	Perte de change sur créances et dettes commerciale	6
657	Pénalités et amendes pénales	6
658	Charges diverses	6
6581	Indemnités de fonction et autres rémunérations d’administrateurs	6
6582	Dons	6
6583	Mécénat	6
6588	Autres charges diverses	6
659	Charges pour dépréciations et provisions pour risques à court terme d’exploitation	6
6591	Sur risques à court terme	6
6593	Sur stocks	6
6594	Sur créances	6
6598	Autres charges pour dépréciations et provisions pour risques à court terme	6
66	Charges de personnel	6
661	Rémunérations directes versées au personnel national	6
6611	Appointements salaires et commissions	6
6612	Primes et gratifications	6
6613	Congés payés	6
6614	Indemnités de préavis, de licenciement et de recherche d’embauche	6
6615	Indemnités de maladie versées aux travailleurs	6
6616	Supplément familial	6
6617	Avantages en nature	6
6618	Autres rémunérations directes	6
662	Rémunérations directes versées au personnel non national	6
6621	Appointements salaires et commissions	6
6622	Primes et gratifications	6
6623	Congés payés	6
6624	Indemnités de préavis, de licenciement et de recherche d’embauche	6
6625	Indemnités de maladie versées aux travailleurs	6
6626	Supplément familial	6
6627	Avantages en nature	6
6628	Autres rémunérations directes	6
663	Indemnités forfaitaires versées au personnel	6
6631	Indemnités de logement	6
6632	Indemnités de représentation	6
6633	Indemnités d’expatriation	6
6634	Indemnités de transport	6
6638	Autres indemnités et avantages divers	6
664	Charges sociales	6
6641	Charges sociales sur rémunération du personnel national	6
6642	Charges sociales sur rémunération du personnel non national	6
666	Rémunérations et charges sociales de l’exploitant individuel	6
6661	Rémunération du travail de l’exploitant	6
6662	Charges sociales	6
667	Rémunération transférée de personnel extérieur	6
6671	Personnel intérimaire	6
6672	Personnel détaché ou prêté à l’entité	6
668	Autres charges sociales	6
6681	Versements aux syndicats et comités d’entreprise, d’établissement	6
6682	Versements aux comités d’hygiène et de sécurité	6
6683	Versements et contributions aux autres œuvres sociales	6
6684	Médecine du travail et pharmacie	6
6685	Assurances et organismes de santé	6
6686	Assurances retraite et fonds de pension	6
6687	Majorations et pénalités sociales	6
6688	Charges sociales diverses	6
67	Frais financiers et charges assimilées	6
671	Intérêts des emprunts	6
6711	Emprunts obligataires	6
6712	Emprunts auprès des établissements de crédit	6
6713	Dettes liées à des participations	6
6714	Primes de remboursement des obligations	6
672	Intérêts dans loyers de location acquisition	6
6722	Intérêts dans loyers de location acquisition / crédit-bail immobilier	6
6723	Intérêts dans loyers de location acquisition / crédit-bail mobilier	6
6724	Intérêts dans loyers de location acquisition / location-vente	6
6728	Intérêts dans loyers des autres locations acquisition	6
673	Escomptes accordés	6
674	Autres intérêts	6
6741	Avances reçues et dépôts créditeurs	6
6742	Comptes courants bloqués	6
6743	Intérêts sur obligations cautionnées	6
6744	Intérêts sur dettes commerciales	6
6745	Intérêts bancaires et sur opérations de financement (escompte...)	6
6748	Intérêts sur dettes diverses	6
675	Escomptes des effets de commerce	6
676	Pertes de change financières	6
677	Pertes sur titres de placement	6
6771	Pertes sur cessions de titres de placement	6
6772	Mali provenant d’attribution gratuite d’actions au personnel salarié et aux dirigeants	6
678	Pertes et charges sur risques financiers	6
6781	Sur rentes viagères	6
6782	Sur opérations financières	6
6784	Sur instruments de trésorerie	6
679	Charges pour dépréciations et provisions pour risques à court terme financières	6
6791	Sur risques financiers	6
6795	Sur titres de placement	6
6798	Autres charges pour dépréciations et provisions pour risques à court terme financières	6
68	Dotations aux amortissements	6
681	Dotations aux amortissements d’exploitation	6
6812	Dotations aux amortissements des immobilisations incorporelles	6
6813	Dotations aux amortissements des immobilisations corporelles	6
69	Dotations aux provisions et aux dépréciations	6
691	Dotations aux provisions et aux dépréciations d’exploitation	6
6911	Dotations aux provisions pour risques et charges	6
6913	Dotations aux dépréciations des immobilisations incorporelles	6
6914	Dotations aux dépréciations des immobilisations corporelles	6
697	Dotations aux provisions et aux dépréciations financières	6
6971	Dotations aux provisions pour risques et charges	6
6972	Dotations aux dépréciations des immobilisations financières	6
70	Ventes	7
701	Ventes de marchandises	7
7011	Dans la Région [7]	7
7012	Hors Région [7]	7
7013	Aux entités du groupe dans la Région	7
7014	Aux entités du groupe hors Région	7
7015	Sur internet	7
7019	Rabais, remises, ristournes accordés (non ventilés)	7
702	Ventes de produits finis	7
7021	Dans la Région [7]	7
7022	Hors Région [7]	7
7023	Aux entités du groupe dans la Région	7
7024	Aux entités du groupe hors Région	7
7025	Sur internet	7
7029	Rabais, remises, ristournes accordés (non ventilés)	7
703	Ventes de produits intermédiaires	7
7031	Dans la Région [7]	7
7032	Hors Région [7]	7
7033	Aux entités du groupe dans la Région	7
7034	Aux entités du groupe hors Région	7
7035	Sur internet	7
7039	Rabais, remises, ristournes accordés (non ventilés)	7
704	Ventes de produits résiduels	7
7041	Dans la Région [7]	7
7042	Hors Région [7]	7
7043	Aux entités du groupe dans la Région	7
7044	Aux entités du groupe hors Région	7
7045	Sur internet	7
7049	Rabais, remises, ristournes accordés (non ventilés)	7
705	Travaux facturés	7
7051	Dans la Région [7]	7
7052	Hors Région [7]	7
7053	Aux entités du groupe dans la Région	7
7054	Aux entités du groupe hors Région	7
7055	Sur internet	7
7059	Rabais, remises, ristournes accordés (non ventilés)	7
706	Services vendus	7
7061	Dans la Région [7]	7
7062	Hors Région [7]	7
7063	Aux entités du groupe dans la Région	7
7064	Aux entités du groupe hors Région	7
7065	Sur internet	7
7069	Rabais, remises, ristournes accordés (non ventilés)	7
707	Produits accessoires	7
7071	Ports, emballages perdus et autres frais facturés	7
7072	Commissions et courtages [8]	7
7073	Locations [8]	7
7074	Bonis sur reprises et cessions d’emballages	7
7075	Mise à disposition de personnel [8]	7
7076	Redevances pour brevets, logiciels, marques et droits similaires [8]	7
7077	Services exploités dans l’intérêt du personnel	7
7078	Autres produits accessoires	7
71	Subventions d’exploitation	7
711	Sur produits à l’exportation	7
712	Sur produits à l’importation	7
713	Sur produits de péréquation	7
714	Indemnités et subventions d’exploitation (entité agricole)	7
718	Autres subventions d’exploitation	7
7181	Versées par l’État et les collectivités publiques	7
7182	Versées par les organismes internationaux	7
7183	Versées par des tiers	7
72	Production immobilisée	7
721	Immobilisations incorporelles	7
722	Immobilisations corporelles	7
7221	Immobilisations corporelles (hors actifs biologiques)	7
7222	Immobilisations corporelles (actifs biologiques)	7
724	Production auto-consommée	7
726	Immobilisations financières [9]	7
73	Variations des stocks de biens et de services produits	7
734	Variations des stocks de produits en cours	7
7341	Produits en cours	7
7342	Travaux en cours	7
735	Variations des en-cours de services	7
7351	Études en cours	7
7352	Prestations de services en cours	7
736	Variations des stocks de produits finis	7
737	Variations des stocks de produits intermédiaires et résiduels	7
7371	Produits intermédiaires	7
7372	Produits résiduels	7
75	Autres produits	7
751	Profits sur créances clients et autres débiteurs	7
752	Quote-part de résultat sur opérations faites en commun	7
7521	Quote-part transférée de pertes (comptabilité du gérant)	7
7525	Bénéfices attribués par transfert (comptabilité des associés non gérants)	7
754	Produits des cessions courantes d’immobilisations	7
7541	Immobilisations incorporelles	7
7542	Immobilisations corporelles	7
756	Gains de change sur créances et dettes commerciales	7
758	Produits divers	7
7581	Indemnités de fonction et autres rémunérations d’administrateurs	7
7582	Indemnités d’assurances reçues	7
7588	Autres produits divers	7
759	Reprises de charges pour dépréciations et provisions pour risques à court terme d’exploitation	7
7591	Sur risques à court terme	7
7593	Sur stocks	7
7594	Sur créances	7
7598	Sur autres charges pour dépréciations et provisions pour risques à court terme d’exploitation	7
77	Revenus financiers et produits assimilés	7
771	Intérêts de prêts et créances diverses	7
7712	Intérêts de prêts	7
7713	Intérêts sur créances diverses	7
772	Revenus de participations et autres titres immobilisés	7
7721	Revenus des titres de participation	7
7722	Revenus autres titres immobilisés	7
773	Escomptes obtenus	7
774	Revenus de placement	7
7745	Revenus des obligations	7
7746	Revenus des titres de placement	7
775	Intérêts dans loyers de location acquisition	7
776	Gains de change financiers	7
777	Gains sur cessions de titres de placement	7
778	Gains sur risques financiers	7
7781	Sur rentes viagères	7
7782	Sur opérations financières	7
7784	Sur instruments de trésorerie	7
779	Reprises de charges pour dépréciations et provisions à court terme financières	7
7791	Sur risques financiers	7
7795	Sur titres de placement	7
7798	Sur autres charges pour dépréciations et provisions pour risques à court terme financières	7
78	Transferts de charges	7
781	Transferts de charges d’exploitation	7
787	Transferts de charges financières	7
79	Reprises de provisions, de dépréciations et autres	7
791	Reprises de provisions et dépréciations d’exploitation	7
7911	Pour risques et charges	7
7913	Des immobilisations incorporelles	7
7914	Des immobilisations corporelles	7
797	Reprises de provisions et dépréciations financières	7
7971	Pour risques et charges	7
7972	Des immobilisations financières	7
798	Reprises d’amortissements [10]	7
799	Reprises de subventions d’investissement	7
81	Valeurs comptables des cessions d’immobilisations	8
811	Immobilisations incorporelles	8
812	Immobilisations corporelles	8
816	Immobilisations financières	8
82	Produits des cessions d’immobilisations	8
821	Immobilisations incorporelles	8
822	Immobilisations corporelles	8
826	Immobilisations financières	8
83	Charges hors activités ordinaires	8
831	Charges HAO constatées	8
833	Charges liées aux opérations de restructuration	8
834	Pertes sur créances HAO	8
835	Dons et libéralités accordés	8
836	Abandons de créances consentis	8
837	Charges liées aux opérations de liquidation	8
839	Charges pour dépréciations et provisions pour risques à court terme HAO	8
84	Produits hors activités ordinaires	8
841	Produits HAO constatés	8
843	Produits liés aux opérations de restructuration	8
844	Indemnités et subventions HAO (entité agricole)	8
845	Dons et libéralités obtenus	8
846	Abandons de créances obtenus	8
847	Produits liés aux opérations de liquidation	8
848	Transferts de charges HAO	8
849	Reprises de charges pour dépréciations et provisions pour risques à court terme HAO	8
85	Dotations hors activités ordinaires	8
851	Dotations aux provisions réglementées	8
852	Dotations aux amortissements HAO	8
853	Dotations aux dépréciations HAO	8
854	Dotations aux provisions pour risques et charges HAO	8
858	Autres dotations HAO	8
86	Reprises de charges, provisions et dépréciations HAO	8
861	Reprises de provisions réglementées	8
862	Reprises d’amortissements HAO	8
863	Reprises de dépréciations HAO	8
864	Reprises de provisions pour risques et charges HAO	8
868	Autres reprises HAO	8
87	Participation des travailleurs	8
871	Participation légale aux bénéfices	8
874	Participation contractuelle aux bénéfices	8
878	Autres participations	8
88	Subventions d’équilibre	8
881	État	8
884	Collectivités publiques	8
886	Groupe	8
888	Autres	8
89	Impôts sur le résultat	8
891	Impôts sur les bénéfices de l’exercice	8
8911	Activités exercées dans l’État	8
8912	Activités exercées dans les autres États de la Région	8
8913	Activités exercées hors Région	8
892	Rappel d’impôts sur résultats antérieurs	8
895	Impôt minimum forfaitaire IMF	8
899	Dégrèvements et annulations d’impôts sur résultats antérieurs	8
8991	Dégrèvements	8
8994	Annulations pour pertes rétroactives	8
90	Engagements obtenus et engagements accordés	9
901	Engagements de financement obtenus	9
9011	Crédits confirmés obtenus	9
9012	Emprunts restant à encaisser	9
9013	Facilités de financement renouvelables	9
9014	Facilités d’émission	9
9018	Autres engagements de financement obtenus	9
902	Engagements de garantie obtenus	9
9021	Avals obtenus	9
9022	Cautions, garanties obtenues	9
9023	Hypothèques obtenues	9
9024	Effets endossés par des tiers	9
9028	Autres garanties obtenues	9
903	Engagements réciproques	9
9031	Achats de marchandises à terme	9
9032	Achats à terme de devises	9
9033	Commandes fermes des clients	9
9038	Autres engagements réciproques	9
904	Autres engagements obtenus	9
9041	Abandons de créances conditionnels	9
9043	Ventes avec clause de réserve de propriété	9
9048	Divers engagements obtenus	9
905	Engagements de financement accordés	9
9051	Crédits accordés non décaissés	9
9058	Autres engagements de financement accordés	9
906	Engagements de garantie accordés	9
9061	Avals accordés	9
9062	Cautions, garanties accordées	9
9063	Hypothèques accordées	9
9064	Effets endossés par l’entité	9
9068	Autres garanties accordées	9
907	Engagements réciproques	9
9071	Ventes de marchandises à terme	9
9072	Ventes à terme de devises	9
9073	Commandes fermes aux fournisseurs	9
9078	Autres engagements réciproques	9
908	Autres engagements accordés	9
9081	Annulations conditionnelles de dettes	9
9082	Engagements de retraite	9
9083	Achats avec clause de réserve de propriété	9
9088	Divers engagements accordés	9
91	Contreparties des engagements	9
911 à 914	Contrepartie des engagements obtenus (901 à 904)	9
915 à 918	Contrepartie des engagements accordés (905 à 908)	9
92	Comptes réfléchis	9
93	Comptes de reclassements	9
94	Comptes de coûts	9
95	Comptes de stocks	9
96	Comptes d’écarts sur coûts préétablis	9
97	Comptes de différences de traitement comptable	9
98	Comptes de résultats	9
99	Comptes de liaisons internes	9
